X,yob,incnum,Bachelor,Male,marital,union,relfreq,moreno,religionlink,regionlink,classlink,racelink,respondent_class,weight,region,religion,race,joblossnum,taxarg,employment,agecat,taxnum,educsimple,jl2
1762,1990,4,0,0,0,No,NA,1,1,1,1,1,middle class,0.56405292,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,"Unemployed, looking for work",Age2544,4,PostSec,0
1763,1983,4,0,0,0,No,NA,3,2,2,2,2,middle class,0.56405292,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working part-time,Age2544,4,PostSec,2
1764,1985,3,0,0,0,Not Employed,NA,4,2,3,1,3,middle class,0.56405292,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Other,Age2544,5,PostSec,0
1765,1980,4,0,0,1,Not Employed,NA,4,2,2,2,2,middle class,0.56405292,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age2544,4,PostSec,0
1766,1988,4,0,0,1,No,2,3,2,2,2,2,middle class,0.56405292,Yorkshire and the Humber,Catholic,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,4,PostSec,2
1767,1977,6,0,0,0,Yes,NA,3,1,2,2,2,affluent people,0.56405292,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age2544,5,PostSec,1
1768,1973,7,0,1,0,Yes,NA,3,1,1,1,2,affluent people,0.56405292,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age2544,4,PostSec,1
1769,1988,5,0,0,0,No,2,NA,2,2,2,2,middle class,0.56405292,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Other,Age2544,2,PostSec,0
1770,1991,3,0,0,0,Not Employed,1,3,2,3,2,3,middle class,0.56405292,Yorkshire and the Humber,Catholic,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age2544,1,PostSec,0
1771,1983,3,1,0,0,No,3,1,3,3,3,3,middle class,0.298826737,Yorkshire and the Humber,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age2544,3,BachPlus,2
1772,1987,3,1,1,0,No,NA,1,3,3,3,3,middle class,0.298826737,Yorkshire and the Humber,Non-religious,White - Irish,2,Eth,Working full time,Age2544,4,BachPlus,2
1773,1973,6,0,0,1,Not Employed,1,2,2,2,2,3,affluent people,1.058578112,Yorkshire and the Humber,Hindu,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age2544,4,HS,0
1774,1962,6,0,1,1,Yes,1,3,3,4,1,3,affluent people,0.548954451,Yorkshire and the Humber,Hindu,Black Caribbean,2,Ctl,Working full time,Age4564,6,HS,2
1775,1970,4,1,1,0,No,NA,2,2,3,2,3,middle class,0.125,Yorkshire and the Humber,Non-religious,Black Caribbean,2,Eth,Working full time,Age4564,2,BachPlus,2
1776,1955,7,1,1,0,No,NA,4,3,2,3,3,affluent people,0.35019641,Yorkshire and the Humber,Non-religious,Chinese,NA,Eth,Other,Age4564,1,BachPlus,0
1777,1962,4,1,1,0,No,2,4,3,2,3,2,middle class,0.35019641,Yorkshire and the Humber,Church of England,Chinese,1,Ctl,Working full time,Age4564,3,BachPlus,1
1778,1958,4,1,1,1,Yes,NA,1,1,2,1,1,middle class,0.35019641,Yorkshire and the Humber,Non-religious,Other ethnic group,1,NA,Working part-time,Age4564,7,BachPlus,1
1779,1969,2,0,0,0,Yes,NA,1,2,3,4,2,working class,0.452653188,Yorkshire and the Humber,Non-religious,Bangladeshi,2,NA,Working full time,Age4564,4,PostSec,2
1780,1972,7,0,1,1,Yes,1,3,1,1,2,2,affluent people,4.680189408,Yorkshire and the Humber,Church of England,White - Irish,1,Eth,Working full time,Age4564,4,HS,1
1781,1952,6,1,0,1,Not Employed,1,3,2,3,3,3,affluent people,0.420305768,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age4564,5,BachPlus,0
1782,1970,5,1,0,1,Yes,2,4,2,2,2,3,middle class,0.420305768,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age4564,4,BachPlus,2
1783,1968,7,1,0,1,No,NA,1,1,1,3,1,affluent people,0.420305768,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,3,Ctl,Working full time,Age4564,5,BachPlus,3
1784,1964,2,1,0,1,No,NA,1,3,4,3,4,working class,0.420305768,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working part-time,Age4564,7,BachPlus,2
1785,1956,5,1,0,1,Not Employed,2,3,3,3,3,3,middle class,0.420305768,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age4564,5,BachPlus,0
1786,1967,7,1,0,0,No,NA,4,2,3,3,3,affluent people,0.420305768,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age4564,7,BachPlus,1
1787,1953,4,1,0,1,Not Employed,1,4,1,3,1,2,middle class,0.420305768,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age4564,7,BachPlus,0
1788,1955,4,1,1,1,No,NA,1,1,3,3,2,middle class,0.420305768,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age4564,2,BachPlus,0
1789,1959,3,1,0,0,Yes,1,3,1,3,3,3,middle class,0.420305768,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working part-time,Age4564,5,BachPlus,2
1790,1970,1,1,0,0,No,2,3,2,2,2,2,working class,0.420305768,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working part-time,Age4564,4,BachPlus,2
1791,1952,2,1,0,1,No,1,3,2,3,2,3,working class,0.420305768,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age4564,3,BachPlus,0
1792,1965,4,1,0,0,No,1,4,1,1,2,1,middle class,0.420305768,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age4564,1,BachPlus,1
1793,1965,4,1,0,0,No,1,3,3,3,2,3,middle class,0.420305768,Yorkshire and the Humber,Other,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age4564,4,BachPlus,2
1794,1963,2,1,0,1,No,2,3,2,2,4,2,working class,0.420305768,Yorkshire and the Humber,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age4564,7,BachPlus,0
1795,1968,7,1,0,1,No,4,5,2,3,2,3,affluent people,0.420305768,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age4564,4,BachPlus,1
1796,1960,2,1,1,0,No,1,4,1,4,3,4,working class,0.420305768,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,3,Eth,Working full time,Age4564,1,BachPlus,3
1797,1972,3,0,1,0,Not Employed,NA,3,3,4,3,4,middle class,1.488432652,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age4564,3,HS,0
1798,1953,1,0,1,0,No,NA,3,1,1,1,1,working class,1.488432652,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age4564,7,HS,0
1799,1959,3,0,1,0,No,1,3,2,2,2,2,middle class,1.488432652,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Student,Age4564,2,HS,0
1800,1959,5,0,1,1,No,NA,3,1,3,2,3,middle class,1.488432652,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age4564,6,HS,2
1801,1969,2,0,0,1,No,NA,NA,3,4,2,2,working class,1.488432652,Yorkshire and the Humber,Non-religious,White - Irish,2,Ctl,Working full time,Age4564,5,HS,2
1802,1953,3,0,1,1,No,NA,4,2,4,3,3,middle class,1.488432652,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age4564,5,HS,0
1803,1969,2,0,1,0,No,1,5,2,2,3,1,working class,1.488432652,Yorkshire and the Humber,Catholic,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age4564,3,HS,1
1804,1964,3,0,1,0,Yes,NA,5,2,2,2,3,middle class,1.488432652,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age4564,5,HS,1
1805,1969,2,0,0,1,No,NA,NA,2,3,3,3,working class,1.488432652,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,3,Eth,Working part-time,Age4564,2,HS,3
1806,1966,3,0,1,0,No,2,3,1,1,1,1,middle class,1.488432652,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age4564,1,HS,1
1807,1969,2,0,0,0,No,1,3,2,3,2,2,working class,1.488432652,Yorkshire and the Humber,Catholic,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age4564,5,HS,0
1808,1969,1,0,0,0,No,NA,5,4,4,4,4,working class,1.488432652,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age4564,4,HS,2
1809,1952,6,0,0,1,No,1,3,2,3,2,3,affluent people,1.488432652,Yorkshire and the Humber,Hindu,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age4564,4,HS,0
1810,1972,4,0,0,1,No,NA,1,3,3,3,3,middle class,1.488432652,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age4564,6,HS,1
1811,1959,4,0,0,1,No,3,3,4,4,4,4,middle class,1.488432652,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working part-time,Age4564,4,HS,2
1812,1958,1,0,0,1,Yes,1,3,4,2,3,3,working class,1.488432652,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age4564,4,HS,1
1813,1963,7,0,0,1,Yes,NA,3,2,3,2,3,affluent people,1.488432652,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age4564,6,HS,2
1814,1960,1,0,0,1,No,NA,3,2,2,2,3,working class,1.488432652,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,On a long-term leave,Age4564,3,HS,2
1815,1962,2,0,0,0,No,NA,1,2,2,2,2,working class,1.488432652,Yorkshire and the Humber,Non-religious,Other white,NA,Eth,Other,Age4564,3,HS,0
1816,1961,5,0,1,1,Yes,NA,3,3,2,4,2,middle class,0.527382136,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working part-time,Age4564,5,PostSec,1
1817,1968,1,0,0,0,No,1,4,1,4,3,3,working class,0.527382136,Yorkshire and the Humber,Church of England,Other white,NA,NA,Other,Age4564,1,PostSec,0
1818,1957,4,0,1,0,No,NA,2,3,3,3,3,middle class,0.527382136,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age4564,4,PostSec,0
1819,1964,6,0,0,1,No,NA,3,2,3,3,2,affluent people,0.527382136,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age4564,4,PostSec,1
1820,1959,5,0,1,0,No,1,3,1,3,1,3,middle class,0.527382136,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,4,Eth,Working full time,Age4564,1,PostSec,4
1821,1967,4,0,0,1,Yes,NA,3,3,3,3,3,middle class,0.527382136,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age4564,4,PostSec,2
1822,1956,4,0,1,0,No,NA,4,1,1,1,1,middle class,0.527382136,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working part-time,Age4564,6,PostSec,1
1823,1959,6,0,1,1,Yes,4,1,3,3,1,3,affluent people,0.527382136,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age4564,5,PostSec,1
1824,1960,2,0,0,0,Yes,NA,3,2,3,2,2,working class,0.527382136,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working part-time,Age4564,3,PostSec,1
1825,1966,3,0,1,1,Yes,NA,3,2,3,2,3,middle class,0.527382136,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age4564,5,PostSec,2
1826,1965,4,0,0,0,No,NA,5,3,2,4,1,middle class,0.527382136,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age4564,4,PostSec,1
1827,1964,7,0,0,0,No,1,1,1,1,1,1,affluent people,0.527382136,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age4564,2,PostSec,2
1828,1955,1,0,0,0,Not Employed,1,3,2,2,1,3,working class,0.527382136,Yorkshire and the Humber,Catholic,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age4564,1,PostSec,0
1829,1963,2,0,1,0,Not Employed,NA,3,3,4,3,3,working class,0.527382136,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age4564,4,PostSec,0
1830,1954,4,0,1,1,No,NA,5,3,3,2,3,middle class,0.527382136,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age4564,4,PostSec,1
1831,1954,4,0,0,0,Yes,NA,5,2,3,2,3,middle class,0.527382136,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,3,Ctl,Working full time,Age4564,3,PostSec,3
1832,1956,4,0,0,1,Yes,NA,2,1,1,1,3,middle class,0.527382136,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working part-time,Age4564,5,PostSec,2
1833,1955,2,0,1,1,No,2,1,1,2,2,3,working class,0.527382136,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age4564,3,PostSec,0
1834,1969,4,0,1,0,Yes,1,4,1,3,2,4,middle class,0.527382136,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age4564,4,PostSec,1
1835,1952,2,0,1,1,Not Employed,1,1,2,3,3,2,working class,0.527382136,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age4564,4,PostSec,0
1836,1956,1,0,1,0,No,1,5,2,2,2,2,working class,0.527382136,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age4564,6,PostSec,0
1837,1970,1,1,0,0,Not Employed,NA,3,2,2,2,2,working class,0.279384942,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Other,Age4564,4,BachPlus,0
1838,1969,6,1,0,0,No,1,3,2,2,2,2,affluent people,0.279384942,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age4564,5,BachPlus,2
1839,1955,6,0,1,1,No,2,3,3,3,2,1,affluent people,0.989783163,Yorkshire and the Humber,Catholic,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working part-time,Age4564,1,HS,2
1840,1963,1,0,0,0,No,2,4,2,2,2,2,working class,0.989783163,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,"Unemployed, looking for work",Age4564,1,HS,0
1841,1960,3,0,0,1,Yes,2,2,3,2,3,2,middle class,0.350600134,Yorkshire and the Humber,Catholic,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age4564,4,PostSec,1
1842,1943,5,1,1,1,Not Employed,2,1,2,2,2,2,middle class,0.775996575,Yorkshire and the Humber,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,4,BachPlus,0
1843,1951,3,1,1,1,No,NA,NA,1,3,3,3,middle class,0.775996575,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,5,BachPlus,0
1844,1944,2,1,0,0,Not Employed,2,NA,1,3,2,4,working class,0.775996575,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,6,BachPlus,0
1845,1948,2,1,0,0,No,NA,3,1,2,3,2,working class,0.775996575,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,3,BachPlus,0
1846,1950,5,1,1,0,Not Employed,1,1,2,3,3,4,middle class,0.775996575,Yorkshire and the Humber,Catholic,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,4,BachPlus,0
1847,1938,6,0,1,1,Not Employed,1,3,2,1,2,2,affluent people,2.747047462,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,1,HS,0
1848,1944,7,0,1,1,No,1,2,1,3,4,3,affluent people,2.747047462,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working part-time,Age65p,5,HS,2
1849,1945,3,0,0,1,No,1,3,2,2,2,2,middle class,2.747047462,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,5,HS,0
1850,1950,5,0,1,1,No,1,5,1,2,1,2,middle class,2.747047462,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,4,HS,0
1851,1946,3,0,0,0,No,2,3,3,3,2,3,middle class,2.747047462,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,6,HS,0
1852,1943,4,0,1,1,Not Employed,2,1,2,3,2,3,middle class,2.747047462,Yorkshire and the Humber,Catholic,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,5,HS,0
1853,1947,7,0,0,1,No,2,2,4,3,4,1,affluent people,2.747047462,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age65p,4,HS,1
1854,1943,3,0,0,0,No,1,1,2,4,4,1,middle class,2.747047462,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,7,HS,0
1855,1949,6,0,0,0,No,1,3,3,3,2,3,affluent people,2.747047462,Yorkshire and the Humber,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working part-time,Age65p,5,HS,2
1856,1942,1,0,1,0,No,1,3,4,4,4,4,working class,0.97358824,Yorkshire and the Humber,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,5,PostSec,0
1857,1936,1,0,0,0,No,4,4,3,2,2,3,working class,0.97358824,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,4,PostSec,0
1858,1951,1,0,0,0,No,1,4,1,1,1,1,working class,0.97358824,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working part-time,Age65p,5,PostSec,1
1859,1939,6,0,1,1,Not Employed,1,4,1,1,2,1,affluent people,0.97358824,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,2,PostSec,0
1860,1949,3,0,0,1,No,3,3,3,2,3,2,middle class,0.97358824,Yorkshire and the Humber,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,5,PostSec,0
1861,1949,3,0,1,1,Not Employed,NA,1,3,2,3,3,middle class,0.97358824,Yorkshire and the Humber,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,4,PostSec,0
1862,1951,4,1,1,1,No,4,4,3,2,4,4,middle class,0.515950579,Yorkshire and the Humber,Catholic,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,1,BachPlus,0
1863,1945,3,0,1,1,Not Employed,2,1,2,2,2,2,middle class,1.826872591,Yorkshire and the Humber,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,4,HS,0
1864,1994,3,0,0,0,Yes,3,5,3,2,3,3,middle class,0.683701227,West Midlands,Catholic,Other white,NA,Ctl,Student,Age1524,6,PostSec,0
1865,1995,1,0,0,1,No,4,5,4,3,4,4,working class,0.217166289,West Midlands,Catholic,White - Irish,NA,NA,"Unemployed, looking for work",Age1524,6,PostSec,0
1866,1977,5,0,0,1,Yes,4,1,3,2,3,3,middle class,0.124898135,West Midlands,Muslim,Pakistani,2,Ctl,Working full time,Age2544,4,PostSec,2
1867,1982,7,1,0,1,Yes,4,1,4,1,1,4,affluent people,0.125,West Midlands,Muslim,Pakistani,1,Eth,Working full time,Age2544,1,BachPlus,1
1868,1986,6,1,0,0,No,2,3,2,3,2,2,affluent people,0.125,West Midlands,Muslim,Pakistani,2,NA,Working full time,Age2544,6,BachPlus,2
1869,1967,2,0,0,1,Yes,2,3,3,4,3,4,working class,0.330174621,West Midlands,Muslim,Pakistani,2,Ctl,Working part-time,Age4564,6,HS,2
1870,1999,3,0,1,0,No,4,5,3,1,2,3,middle class,0.559674184,East Midlands,Buddhist,Chinese,NA,NA,"Unemployed, looking for work",Age1524,6,HS,0
1871,1999,7,1,0,0,No,2,1,2,2,3,3,affluent people,0.77026001,East Midlands,Hindu,Indian,NA,Ctl,Student,Age1524,6,BachPlus,0
1872,1997,1,0,1,0,No,2,5,2,2,2,2,working class,0.966391849,East Midlands,Hindu,Indian,3,Ctl,Working full time,Age1524,4,PostSec,3
1873,1996,2,0,0,1,No,2,3,2,2,3,2,working class,0.67166555,East Midlands,Muslim,Other white,1,Eth,Working part-time,Age1524,5,HS,1
1874,1985,5,1,0,1,No,2,2,2,2,2,2,middle class,0.50162592,East Midlands,Buddhist,Other ethnic group,3,Eth,Working part-time,Age2544,3,BachPlus,3
1875,1984,1,1,0,1,No,2,3,2,2,2,2,working class,0.125,East Midlands,Catholic,Chinese,NA,NA,"Unemployed, looking for work",Age2544,7,BachPlus,0
1876,1976,7,1,0,1,No,1,1,2,2,1,2,affluent people,0.125,East Midlands,Muslim,Chinese,2,Eth,Working full time,Age2544,5,BachPlus,2
1877,1991,1,0,0,0,No,NA,1,3,3,2,3,working class,0.375406992,East Midlands,Non-religious,Chinese,NA,NA,"Unemployed, looking for work",Age2544,5,HS,0
1878,1991,1,0,0,0,No,NA,1,3,2,2,3,working class,0.375406992,East Midlands,Non-religious,Chinese,NA,NA,"Unemployed, looking for work",Age2544,5,HS,0
1879,1973,2,1,1,1,No,2,5,3,3,3,3,working class,0.516716921,East Midlands,Muslim,Pakistani,4,Ctl,Working full time,Age2544,6,BachPlus,4
1880,1991,3,1,0,1,No,4,3,3,3,3,2,middle class,0.602011387,East Midlands,Catholic,Other white,2,Ctl,Working full time,Age2544,3,BachPlus,2
1881,1977,6,1,0,0,No,1,NA,2,3,2,3,affluent people,0.602011387,East Midlands,Other Christian,Other white,1,Eth,Working full time,Age2544,2,BachPlus,1
1882,1980,6,1,0,1,No,1,NA,1,4,4,4,affluent people,0.602011387,East Midlands,Catholic,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working part-time,Age2544,7,BachPlus,1
1883,1973,2,0,1,0,No,1,4,3,2,2,2,working class,2.13139946,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,3,Eth,On a long-term leave,Age2544,3,HS,3
1884,1986,2,0,0,1,Not Employed,1,4,3,2,3,2,working class,0.755327741,East Midlands,Catholic,Other white,1,NA,Working part-time,Age2544,4,PostSec,1
1885,1989,3,0,0,0,No,2,5,2,3,2,2,middle class,0.755327741,East Midlands,Church of England,White - Irish,3,Ctl,Working full time,Age2544,4,PostSec,3
1886,1990,4,0,0,1,Not Employed,2,5,3,2,2,2,middle class,0.755327741,East Midlands,Church of England,White - Irish,1,NA,Working full time,Age2544,2,PostSec,1
1887,1976,3,1,0,0,,NA,NA,NA,NA,NA,NA,,0.126996899,East Midlands,,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,,Age2544,3,BachPlus,0
1888,1978,4,0,0,0,,NA,NA,NA,NA,NA,NA,,0.159432767,East Midlands,,White - Irish,NA,Ctl,,Age2544,NA,PostSec,0
1889,1984,4,0,0,1,No,3,2,2,3,3,2,middle class,0.159432767,East Midlands,Catholic,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age2544,4,PostSec,2
1890,1967,6,1,1,1,No,4,1,3,2,3,3,affluent people,0.469010369,East Midlands,Other Christian,Chinese,3,Eth,Working full time,Age4564,5,BachPlus,3
1891,1957,4,1,1,0,,NA,NA,NA,NA,NA,NA,,0.125,East Midlands,,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,,Age4564,NA,BachPlus,0
1892,1968,3,1,0,0,,NA,NA,NA,NA,NA,NA,,0.125,East Midlands,,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,,Age4564,NA,BachPlus,0
1893,1952,3,0,0,1,Not Employed,2,4,2,1,2,2,middle class,0.149045951,East Midlands,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,3,NA,On a long-term leave,Age4564,3,PostSec,3
1894,1958,5,0,0,1,No,2,4,3,1,1,1,middle class,0.149045951,East Midlands,Catholic,White - British/English/Welsh/Scottish/Northern Irish,4,NA,Working full time,Age4564,4,PostSec,4
1895,1956,5,0,1,1,Yes,2,2,1,1,1,1,middle class,0.149045951,East Midlands,Catholic,Other white,NA,Eth,Retired,Age4564,3,PostSec,0
1896,1954,2,0,0,0,,NA,NA,NA,NA,NA,NA,,0.149045951,East Midlands,,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,,Age4564,4,PostSec,0
1897,1949,4,1,0,0,,NA,NA,NA,NA,NA,NA,,0.21946475,East Midlands,,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,,Age65p,4,BachPlus,0
1898,1949,4,0,1,0,,NA,NA,NA,NA,NA,NA,,0.275431603,East Midlands,,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,,Age65p,4,PostSec,0
1899,1998,7,0,1,0,No,1,NA,3,2,3,2,affluent people,0.729275385,East of England,Other,Black African,2,NA,Working full time,Age1524,5,PostSec,2
1900,1998,2,0,1,0,No,2,NA,3,1,3,1,working class,1.012576268,East of England,Muslim,Pakistani,NA,NA,Student,Age1524,5,HS,0
1901,1992,3,0,1,0,No,NA,3,3,3,2,3,middle class,0.358680781,East of England,Non-religious,Indian,NA,Eth,Student,Age1524,5,PostSec,0
1902,1985,7,1,1,1,Yes,2,4,4,2,2,4,affluent people,0.191646225,East of England,Hindu,Pakistani,5,NA,Working full time,Age2544,4,BachPlus,5
