X,yob,incnum,Bachelor,Male,marital,union,relfreq,moreno,religionlink,regionlink,classlink,racelink,respondent_class,weight,region,religion,race,joblossnum,taxarg,employment,agecat,taxnum,educsimple,jl2
1672,1964,3,1,0,1,Yes,1,3,1,2,2,2,middle class,0.482253699,Saxony-Anhalt,Protestant,Germans,2,Eth,Working full time,Age4564,1,BachPlus,2
1673,1960,5,0,0,1,No,NA,4,2,3,2,3,middle class,1.421543202,Saxony-Anhalt,Non-religious,Germans,3,Reg,Working part-time,Age4564,3,LessBach,3
1674,1955,5,0,1,1,No,NA,2,4,4,4,4,middle class,1.421543202,Saxony-Anhalt,Non-religious,Germans,1,Reg,Working full time,Age4564,4,LessBach,1
1675,1964,2,0,0,0,No,NA,3,1,3,2,3,working class,1.421543202,Saxony-Anhalt,Non-religious,Germans,3,Eth,Working full time,Age4564,3,LessBach,3
1676,1959,2,0,1,1,No,NA,4,2,2,2,3,working class,1.421543202,Saxony-Anhalt,Non-religious,Germans,2,Reg,Working full time,Age4564,2,LessBach,2
1677,1955,1,0,1,0,No,1,2,1,3,1,2,working class,1.421543202,Saxony-Anhalt,Protestant,Germans,NA,Eth,Retired,Age4564,4,LessBach,0
1678,1962,2,0,1,0,Not Employed,NA,3,1,4,4,4,working class,1.421543202,Saxony-Anhalt,Non-religious,Germans,NA,Reg,Retired,Age4564,7,LessBach,0
1679,1972,6,0,1,0,No,NA,NA,1,2,3,2,affluent people,1.421543202,Saxony-Anhalt,Non-religious,Germans,1,Ctl,Working full time,Age4564,7,LessBach,1
1680,1954,4,0,0,1,No,NA,3,1,4,4,4,middle class,1.421543202,Saxony-Anhalt,Non-religious,Germans,1,Ctl,Working full time,Age4564,6,LessBach,1
1681,1958,2,0,0,0,No,NA,3,1,2,1,1,working class,1.421543202,Saxony-Anhalt,Non-religious,Germans,1,Reg,Working part-time,Age4564,7,LessBach,1
1682,1952,1,0,1,0,Yes,NA,2,3,3,4,4,working class,1.421543202,Saxony-Anhalt,Non-religious,Germans,NA,Ctl,Retired,Age4564,3,LessBach,0
1683,1958,1,0,1,0,Not Employed,NA,3,1,3,3,2,working class,1.421543202,Saxony-Anhalt,Non-religious,Germans,NA,Eth,Other,Age4564,2,LessBach,0
1684,1954,5,0,0,1,Not Employed,NA,3,3,3,2,2,middle class,1.421543202,Saxony-Anhalt,Non-religious,Germans,NA,Ctl,Retired,Age4564,7,LessBach,0
1685,1969,5,0,1,1,Yes,NA,4,3,3,3,3,middle class,1.421543202,Saxony-Anhalt,Non-religious,Germans,2,Eth,Working full time,Age4564,4,LessBach,2
1686,1964,3,0,1,1,No,1,2,1,1,1,1,middle class,1.421543202,Saxony-Anhalt,Protestant,Germans,1,Eth,Working full time,Age4564,4,LessBach,1
1687,1953,1,1,1,0,No,NA,3,1,2,2,3,working class,0.231400628,Saxony-Anhalt,Non-religious,Germans,NA,Ctl,"Unemployed, looking for work",Age4564,5,BachPlus,0
1688,1948,5,1,1,1,No,2,2,3,1,4,2,middle class,1.836609737,Saxony-Anhalt,Protestant,Germans,1,Eth,Working part-time,Age65p,5,BachPlus,1
1689,1949,2,1,1,0,No,NA,2,1,2,2,2,working class,1.836609737,Saxony-Anhalt,Non-religious,Germans,NA,Eth,Retired,Age65p,5,BachPlus,0
1690,1949,5,1,1,1,No,2,2,3,2,3,3,middle class,1.836609737,Saxony-Anhalt,Protestant,Germans,NA,Ctl,Retired,Age65p,2,BachPlus,0
1691,1950,2,0,1,1,No,NA,2,3,3,3,2,working class,5.535109064,Saxony-Anhalt,Non-religious,Germans,NA,Eth,Retired,Age65p,4,LessBach,0
1692,2000,6,1,0,0,Yes,NA,5,2,2,2,2,affluent people,0.391541026,Schleswig-Holstein,Non-religious,Germans,1,Ctl,Working part-time,Age1524,4,BachPlus,1
1693,1995,5,0,0,1,No,1,3,1,2,3,2,middle class,1.146022923,Schleswig-Holstein,Protestant,Germans,1,Reg,Working full time,Age1524,3,LessBach,1
1694,1992,3,0,0,0,No,1,5,1,2,3,2,middle class,1.146022923,Schleswig-Holstein,Protestant,Germans,2,Ctl,Working part-time,Age1524,5,LessBach,2
1695,1995,2,1,0,0,Yes,2,5,2,2,1,2,working class,0.190043937,Schleswig-Holstein,Catholic,Germans,2,Reg,On a long-term leave,Age1524,4,BachPlus,2
1696,1999,2,1,1,0,Yes,1,4,2,2,2,2,working class,0.190043937,Schleswig-Holstein,Catholic,Germans,2,Reg,Working part-time,Age1524,3,BachPlus,2
1697,1995,3,1,1,0,No,1,3,3,3,2,2,middle class,1.046081078,Schleswig-Holstein,Protestant,Other,NA,Eth,Student,Age1524,3,BachPlus,0
1698,1979,7,1,1,1,No,NA,3,1,2,1,2,affluent people,0.274405769,Schleswig-Holstein,Non-religious,Germans,1,Ctl,Working full time,Age2544,6,BachPlus,1
1699,1989,1,1,1,0,No,NA,3,1,2,2,2,working class,0.274405769,Schleswig-Holstein,Non-religious,Germans,NA,Eth,Student,Age2544,5,BachPlus,0
1700,1986,7,1,0,1,No,NA,1,2,2,2,2,affluent people,0.274405769,Schleswig-Holstein,Non-religious,Germans,1,Ctl,Working full time,Age2544,2,BachPlus,1
1701,1985,7,1,1,0,No,NA,3,2,3,2,3,affluent people,0.274405769,Schleswig-Holstein,Non-religious,Germans,1,Ctl,Working full time,Age2544,7,BachPlus,1
1702,1977,7,1,0,1,No,2,3,1,2,2,1,affluent people,0.274405769,Schleswig-Holstein,Protestant,Germans,1,Eth,Working full time,Age2544,3,BachPlus,1
1703,1984,3,1,1,1,No,1,1,3,1,4,2,middle class,0.274405769,Schleswig-Holstein,Protestant,Germans,1,Reg,Working full time,Age2544,5,BachPlus,1
1704,1978,1,1,1,0,No,NA,4,1,2,3,2,working class,0.274405769,Schleswig-Holstein,Non-religious,Germans,NA,Ctl,"Unemployed, looking for work",Age2544,6,BachPlus,0
1705,1985,7,1,1,1,No,NA,4,3,3,3,3,affluent people,0.274405769,Schleswig-Holstein,Non-religious,Germans,1,Eth,Working full time,Age2544,5,BachPlus,1
1706,1990,4,1,1,1,Yes,3,1,3,3,3,4,middle class,0.274405769,Schleswig-Holstein,Protestant,Germans,4,Reg,Working full time,Age2544,4,BachPlus,4
1707,1987,7,1,0,0,No,NA,1,2,2,3,2,affluent people,0.274405769,Schleswig-Holstein,Non-religious,Germans,2,Reg,Working full time,Age2544,7,BachPlus,2
1708,1979,4,0,1,1,No,NA,3,1,2,2,2,middle class,0.790249713,Schleswig-Holstein,Non-religious,Germans,1,Ctl,Working full time,Age2544,2,LessBach,1
1709,1973,7,0,0,1,No,NA,3,1,3,1,2,affluent people,0.790249713,Schleswig-Holstein,Non-religious,Germans,2,Eth,Working part-time,Age2544,5,LessBach,2
1710,1977,3,0,0,0,No,1,3,3,3,3,3,middle class,0.790249713,Schleswig-Holstein,Catholic,Germans,NA,Reg,"Unemployed, looking for work",Age2544,5,LessBach,0
1711,1974,3,0,1,0,No,NA,4,2,3,3,2,middle class,0.790249713,Schleswig-Holstein,Non-religious,Germans,4,Ctl,Working full time,Age2544,4,LessBach,4
1712,1987,2,0,0,1,No,2,3,2,4,4,4,working class,0.790249713,Schleswig-Holstein,Protestant,Germans,NA,Reg,Other,Age2544,5,LessBach,0
1713,1978,4,0,0,1,No,1,3,1,3,2,3,middle class,0.790249713,Schleswig-Holstein,Protestant,Germans,1,Reg,Working full time,Age2544,3,LessBach,1
1714,1973,5,0,0,1,No,NA,2,1,2,2,2,middle class,0.790249713,Schleswig-Holstein,Non-religious,Germans,NA,Eth,Retired,Age2544,3,LessBach,0
1715,1976,3,0,1,0,Yes,1,3,1,1,3,2,middle class,0.790249713,Schleswig-Holstein,Protestant,Germans,1,Ctl,Working full time,Age2544,6,LessBach,1
1716,1977,4,0,1,0,No,1,2,3,2,2,2,middle class,0.790249713,Schleswig-Holstein,Catholic,Germans,2,Eth,Working full time,Age2544,3,LessBach,2
1717,1988,6,0,0,1,No,NA,1,4,4,2,4,affluent people,0.790249713,Schleswig-Holstein,Non-religious,Germans,1,Reg,Working full time,Age2544,2,LessBach,1
1718,1979,1,0,1,0,No,1,3,2,2,2,2,working class,0.790249713,Schleswig-Holstein,Protestant,Germans,2,Ctl,Working part-time,Age2544,2,LessBach,2
1719,1974,4,0,1,0,No,NA,2,1,2,2,2,middle class,0.790249713,Schleswig-Holstein,Non-religious,Germans,2,Reg,Working full time,Age2544,3,LessBach,2
1720,1985,3,0,0,1,No,1,3,1,4,4,1,middle class,0.790249713,Schleswig-Holstein,Protestant,Germans,1,Reg,Working part-time,Age2544,3,LessBach,1
1721,1977,6,0,1,1,No,1,3,1,2,1,1,affluent people,0.790249713,Schleswig-Holstein,Protestant,Germans,2,Ctl,Working full time,Age2544,1,LessBach,2
1722,1988,6,1,0,0,No,2,4,2,4,4,4,affluent people,0.125,Schleswig-Holstein,Protestant,Germans,1,Eth,Working full time,Age2544,1,BachPlus,1
1723,1975,4,0,0,0,No,NA,NA,2,2,2,2,middle class,0.37181867,Schleswig-Holstein,Non-religious,Germans,2,Reg,Working full time,Age2544,3,LessBach,2
1724,1973,4,1,1,0,Yes,NA,NA,1,1,1,1,middle class,1.840669401,Schleswig-Holstein,Non-religious,Poles,1,Eth,Working full time,Age2544,4,BachPlus,1
1725,1976,4,0,1,0,No,NA,5,1,1,1,1,middle class,5.547439422,Schleswig-Holstein,Non-religious,No information,1,Ctl,Working full time,Age2544,4,LessBach,1
1726,1965,7,1,1,1,No,2,3,2,2,2,2,affluent people,0.244161031,Schleswig-Holstein,Protestant,Germans,2,Eth,Working full time,Age4564,2,BachPlus,2
1727,1971,1,1,1,1,No,NA,3,1,2,1,2,working class,0.244161031,Schleswig-Holstein,Non-religious,Germans,1,Eth,Working full time,Age4564,4,BachPlus,1
1728,1958,5,1,0,0,Yes,1,3,1,3,2,4,middle class,0.244161031,Schleswig-Holstein,Protestant,Germans,1,Reg,Working full time,Age4564,2,BachPlus,1
1729,1971,5,1,1,1,Yes,NA,1,2,2,2,2,middle class,0.244161031,Schleswig-Holstein,Non-religious,Germans,3,Ctl,Working full time,Age4564,3,BachPlus,3
1730,1961,3,0,1,1,No,NA,3,1,2,2,3,middle class,0.698387811,Schleswig-Holstein,Non-religious,Germans,NA,Ctl,Retired,Age4564,3,LessBach,0
1731,1957,4,0,0,0,Yes,3,3,1,2,3,2,middle class,0.698387811,Schleswig-Holstein,Protestant,Germans,NA,Ctl,Retired,Age4564,3,LessBach,0
1732,1966,2,0,0,0,No,1,5,1,2,3,4,working class,0.698387811,Schleswig-Holstein,Protestant,Germans,4,Ctl,Working part-time,Age4564,4,LessBach,4
1733,1971,4,0,1,1,No,2,3,3,2,3,2,middle class,0.698387811,Schleswig-Holstein,Protestant,Germans,1,Reg,Working full time,Age4564,4,LessBach,1
1734,1971,6,0,0,0,No,1,2,1,1,1,1,affluent people,0.698387811,Schleswig-Holstein,Protestant,Germans,1,Ctl,Working part-time,Age4564,3,LessBach,1
1735,1952,4,0,1,0,No,NA,3,2,2,2,2,middle class,0.698387811,Schleswig-Holstein,Non-religious,Germans,1,Eth,Working full time,Age4564,3,LessBach,1
1736,1955,7,0,1,1,No,1,2,1,2,3,1,affluent people,0.698387811,Schleswig-Holstein,Protestant,Germans,NA,Ctl,Retired,Age4564,1,LessBach,0
1737,1965,5,0,1,1,No,1,1,1,2,2,2,middle class,0.698387811,Schleswig-Holstein,Protestant,Germans,1,Eth,Working full time,Age4564,5,LessBach,1
1738,1964,3,0,1,1,No,2,3,3,3,4,3,middle class,0.698387811,Schleswig-Holstein,Protestant,Germans,2,Eth,Working full time,Age4564,1,LessBach,2
1739,1960,2,0,1,1,No,1,1,1,3,4,3,working class,0.698387811,Schleswig-Holstein,Protestant,Germans,NA,Reg,Retired,Age4564,3,LessBach,0
1740,1966,6,0,0,1,Not Employed,1,3,2,4,4,4,affluent people,0.698387811,Schleswig-Holstein,Protestant,Germans,NA,Eth,Retired,Age4564,2,LessBach,0
1741,1968,7,0,0,1,No,1,3,2,2,2,2,affluent people,0.698387811,Schleswig-Holstein,Protestant,Germans,1,Eth,Working full time,Age4564,2,LessBach,1
1742,1971,5,0,0,1,Yes,1,3,1,4,4,4,middle class,0.698387811,Schleswig-Holstein,Protestant,Germans,1,Ctl,Working full time,Age4564,4,LessBach,1
1743,1954,2,0,1,1,No,2,3,3,4,3,4,working class,0.698387811,Schleswig-Holstein,Protestant,Germans,3,Eth,Working part-time,Age4564,3,LessBach,3
1744,1957,2,0,0,1,No,NA,4,1,3,3,3,working class,0.698387811,Schleswig-Holstein,Non-religious,Germans,NA,Eth,"Unemployed, looking for work",Age4564,1,LessBach,0
1745,1961,1,0,0,0,No,1,4,2,4,4,2,working class,0.698387811,Schleswig-Holstein,Catholic,Germans,NA,Eth,Retired,Age4564,6,LessBach,0
1746,1965,3,0,0,0,No,NA,3,1,3,1,3,middle class,0.698387811,Schleswig-Holstein,Non-religious,Germans,2,Eth,Working full time,Age4564,7,LessBach,2
1747,1960,5,0,1,0,No,NA,3,2,2,2,2,middle class,0.698387811,Schleswig-Holstein,Non-religious,Germans,1,Reg,Working full time,Age4564,4,LessBach,1
1748,1964,5,0,1,1,No,NA,2,1,2,3,2,middle class,0.698387811,Schleswig-Holstein,Non-religious,Germans,2,Reg,Working full time,Age4564,1,LessBach,2
1749,1963,5,0,1,1,Yes,2,3,NA,3,3,3,middle class,0.698387811,Schleswig-Holstein,Protestant,Germans,1,Eth,Working full time,Age4564,3,LessBach,1
1750,1960,4,0,1,0,Not Employed,2,2,1,2,4,3,middle class,0.698387811,Schleswig-Holstein,Protestant,Germans,NA,Reg,Retired,Age4564,4,LessBach,0
1751,1966,2,0,0,0,No,1,4,1,2,3,2,working class,0.698387811,Schleswig-Holstein,Protestant,Germans,3,Ctl,Working part-time,Age4564,3,LessBach,3
1752,1955,6,0,1,1,Not Employed,1,3,1,2,1,2,affluent people,0.698387811,Schleswig-Holstein,Protestant,Germans,NA,Reg,Retired,Age4564,1,LessBach,0
1753,1961,5,0,1,1,No,1,2,1,2,2,4,middle class,0.698387811,Schleswig-Holstein,Catholic,Germans,2,Eth,Working full time,Age4564,4,LessBach,2
1754,1968,5,0,1,1,Yes,NA,3,1,3,3,4,middle class,0.698387811,Schleswig-Holstein,Non-religious,Germans,2,Eth,Working full time,Age4564,5,LessBach,2
1755,1965,4,0,1,0,No,1,NA,NA,1,1,1,middle class,0.698387811,Schleswig-Holstein,Protestant,Germans,1,Reg,Working full time,Age4564,5,LessBach,1
1756,1956,6,0,1,1,Not Employed,2,3,1,2,1,2,affluent people,0.698387811,Schleswig-Holstein,Protestant,Germans,NA,Reg,Retired,Age4564,1,LessBach,0
1757,1965,3,1,0,0,No,1,3,1,4,3,4,middle class,0.125,Schleswig-Holstein,Protestant,Germans,1,Ctl,Working part-time,Age4564,7,BachPlus,1
1758,1970,4,1,1,1,Yes,3,4,3,2,1,2,middle class,0.125,Schleswig-Holstein,Sikh,Germans,2,Eth,Working full time,Age4564,3,BachPlus,2
1759,1964,6,1,1,0,No,1,NA,1,1,1,1,affluent people,0.125,Schleswig-Holstein,Buddhist,Germans,1,Reg,Working full time,Age4564,2,BachPlus,1
1760,1957,1,0,1,0,No,1,NA,3,1,3,1,working class,4.887334851,Schleswig-Holstein,Catholic,Italians,2,Ctl,Working full time,Age4564,7,LessBach,2
1761,1950,5,1,1,1,Yes,NA,3,2,2,2,2,middle class,0.899107967,Schleswig-Holstein,Non-religious,Germans,NA,Eth,Retired,Age65p,6,BachPlus,0
1762,1951,7,0,0,1,No,1,4,1,2,1,2,affluent people,2.687648597,Schleswig-Holstein,Protestant,Germans,NA,Eth,Retired,Age65p,6,LessBach,0
1763,1920,1,0,0,0,No,1,5,2,1,2,1,working class,2.687648597,Schleswig-Holstein,Protestant,Germans,1,Ctl,Working full time,Age65p,3,LessBach,1
1764,1945,6,0,0,0,No,1,1,1,1,1,1,affluent people,2.687648597,Schleswig-Holstein,Catholic,Germans,NA,Reg,Retired,Age65p,5,LessBach,0
1765,1949,4,0,1,1,No,1,3,1,2,2,1,middle class,2.687648597,Schleswig-Holstein,Protestant,Germans,NA,Reg,Retired,Age65p,5,LessBach,0
1766,1951,3,0,0,1,Not Employed,1,3,1,4,3,4,middle class,1.236859205,Schleswig-Holstein,Catholic,Germans,NA,Reg,Retired,Age65p,4,LessBach,0
1767,1949,5,1,1,1,No,2,3,2,3,3,3,middle class,2.450730983,Schleswig-Holstein,Buddhist,Other,NA,Reg,Retired,Age65p,5,BachPlus,0
1768,1992,2,1,1,0,Yes,NA,3,2,2,1,2,working class,0.668930088,Thuringia,Non-religious,Germans,1,Eth,Working full time,Age1524,3,BachPlus,1
1769,1996,5,1,0,1,Yes,NA,4,1,3,4,2,middle class,0.668930088,Thuringia,Non-religious,Germans,2,Ctl,Working full time,Age1524,2,BachPlus,2
1770,1999,1,0,1,0,No,NA,1,1,3,4,2,working class,1.98853268,Thuringia,Non-religious,Germans,NA,Ctl,Student,Age1524,2,LessBach,0
1771,2000,1,0,0,0,No,1,3,3,3,3,3,working class,1.98853268,Thuringia,Protestant,Germans,NA,Ctl,Student,Age1524,4,LessBach,0
1772,1979,3,1,1,0,No,1,1,2,3,2,3,middle class,0.464058389,Thuringia,Protestant,Germans,2,Reg,Working full time,Age2544,6,BachPlus,2
1773,1983,5,1,1,0,No,1,4,2,3,4,3,middle class,0.464058389,Thuringia,Catholic,Germans,1,Reg,Working full time,Age2544,5,BachPlus,1
1774,1978,6,1,1,1,Yes,2,3,4,2,3,2,affluent people,0.464058389,Thuringia,Protestant,Germans,4,Reg,Working full time,Age2544,4,BachPlus,4
1775,1984,4,1,1,1,No,NA,4,1,2,3,2,middle class,0.464058389,Thuringia,Non-religious,Germans,2,Eth,Working full time,Age2544,4,BachPlus,2
1776,1979,5,1,1,0,Yes,NA,3,2,3,4,4,middle class,0.464058389,Thuringia,Non-religious,Germans,1,Reg,Working full time,Age2544,5,BachPlus,1
1777,1990,7,1,1,0,No,3,3,3,3,3,1,affluent people,0.464058389,Thuringia,Protestant,Germans,1,Ctl,Working full time,Age2544,7,BachPlus,1
1778,1977,2,1,0,0,No,NA,3,2,3,3,3,working class,0.464058389,Thuringia,Non-religious,Germans,3,Ctl,Working full time,Age2544,4,BachPlus,3
1779,1977,6,1,0,1,Yes,NA,3,3,3,4,4,affluent people,0.464058389,Thuringia,Non-religious,Germans,2,Reg,Working full time,Age2544,6,BachPlus,2
1780,1979,2,0,1,0,Yes,1,4,2,2,2,2,working class,1.366278851,Thuringia,Buddhist,Germans,4,Ctl,Working full time,Age2544,4,LessBach,4
1781,1977,1,0,1,1,No,2,3,4,4,4,4,working class,1.366278851,Thuringia,Catholic,Germans,2,Ctl,Working full time,Age2544,7,LessBach,2
1782,1986,2,0,0,0,No,NA,3,4,1,4,2,working class,1.366278851,Thuringia,Non-religious,Germans,1,Eth,Working part-time,Age2544,4,LessBach,1
1783,1984,4,0,0,0,No,NA,3,1,3,3,3,middle class,1.366278851,Thuringia,Non-religious,Germans,2,Eth,Working full time,Age2544,1,LessBach,2
1784,1978,4,0,0,0,No,1,3,1,3,2,3,middle class,1.366278851,Thuringia,Protestant,Germans,2,Ctl,Working full time,Age2544,2,LessBach,2
1785,1977,5,0,0,1,No,NA,3,4,4,4,4,middle class,1.366278851,Thuringia,Non-religious,Germans,1,Ctl,Working full time,Age2544,3,LessBach,1
1786,1981,4,0,0,1,No,NA,2,1,2,4,2,middle class,1.366278851,Thuringia,Non-religious,Germans,2,Eth,Working full time,Age2544,3,LessBach,2
1787,1982,6,0,1,0,Yes,NA,3,1,3,2,3,affluent people,1.366278851,Thuringia,Non-religious,Germans,2,Reg,Working full time,Age2544,5,LessBach,2
1788,1985,5,0,1,0,No,NA,4,3,2,2,2,middle class,1.366278851,Thuringia,Non-religious,Germans,2,Ctl,Working full time,Age2544,5,LessBach,2
1789,1987,5,0,1,0,No,NA,3,2,2,2,2,middle class,1.366278851,Thuringia,Non-religious,Germans,1,Ctl,Working full time,Age2544,4,LessBach,1
1790,1968,6,1,1,1,No,NA,2,1,1,2,2,affluent people,0.411159791,Thuringia,Non-religious,Germans,1,Reg,Working full time,Age4564,7,BachPlus,1
1791,1969,6,1,1,1,Yes,1,3,4,1,1,1,affluent people,0.411159791,Thuringia,Other,Germans,1,Eth,Working full time,Age4564,6,BachPlus,1
1792,1954,7,1,1,1,No,NA,NA,1,3,4,3,affluent people,0.411159791,Thuringia,Non-religious,Germans,1,Eth,Working full time,Age4564,5,BachPlus,1
1793,1970,4,1,1,1,Yes,NA,3,1,2,4,4,middle class,0.411159791,Thuringia,Non-religious,Germans,1,Ctl,Working full time,Age4564,6,BachPlus,1
1794,1954,1,0,1,0,No,2,3,4,4,4,4,working class,1.205610709,Thuringia,Protestant,Germans,NA,Ctl,Retired,Age4564,7,LessBach,0
1795,1952,3,0,1,1,No,2,3,2,2,2,2,middle class,1.205610709,Thuringia,Protestant,Germans,NA,Reg,Retired,Age4564,3,LessBach,0
1796,1962,1,0,1,0,Not Employed,NA,NA,1,1,1,3,working class,1.205610709,Thuringia,Non-religious,Germans,NA,Ctl,"Unemployed, looking for work",Age4564,3,LessBach,0
1797,1969,6,0,0,0,Yes,NA,3,4,4,3,3,affluent people,1.205610709,Thuringia,Non-religious,Germans,1,Reg,Working full time,Age4564,2,LessBach,1
1798,1961,3,0,1,1,No,1,4,2,2,3,2,middle class,1.205610709,Thuringia,Catholic,Germans,1,Eth,Working full time,Age4564,7,LessBach,1
1799,1967,1,0,0,1,Not Employed,NA,3,1,1,1,1,working class,1.205610709,Thuringia,Non-religious,Germans,NA,Eth,Retired,Age4564,5,LessBach,0
1800,1959,2,0,0,1,No,NA,3,3,3,3,2,working class,1.205610709,Thuringia,Non-religious,Germans,NA,Ctl,Retired,Age4564,6,LessBach,0
1801,1963,3,0,0,0,No,1,3,1,2,2,2,middle class,1.205610709,Thuringia,Protestant,Germans,2,Reg,Working full time,Age4564,4,LessBach,2
1802,1964,7,0,1,1,No,NA,3,1,2,2,2,affluent people,1.205610709,Thuringia,Non-religious,Germans,1,Reg,On a long-term leave,Age4564,4,LessBach,1
1803,1968,5,0,1,0,No,NA,3,3,3,3,2,middle class,1.205610709,Thuringia,Non-religious,Germans,1,Ctl,Working full time,Age4564,4,LessBach,1
1804,1965,4,0,1,1,No,NA,3,1,2,2,2,middle class,1.205610709,Thuringia,Non-religious,Germans,1,Ctl,Working full time,Age4564,3,LessBach,1
1805,1967,7,0,0,1,No,2,3,2,2,2,2,affluent people,1.205610709,Thuringia,Catholic,Germans,2,Reg,Working part-time,Age4564,4,LessBach,2
1806,1960,1,0,1,0,Not Employed,NA,3,3,4,3,2,working class,1.205610709,Thuringia,Non-religious,Germans,NA,Reg,"Unemployed, looking for work",Age4564,6,LessBach,0
1807,1955,5,0,0,1,No,NA,4,4,4,4,4,middle class,1.205610709,Thuringia,Non-religious,Germans,4,Ctl,Working full time,Age4564,7,LessBach,4
1808,1971,4,0,1,0,No,NA,3,1,2,3,2,middle class,1.205610709,Thuringia,Non-religious,Germans,1,Reg,Working full time,Age4564,3,LessBach,1
1809,1958,2,0,1,0,No,NA,3,1,2,2,2,working class,1.205610709,Thuringia,Non-religious,Germans,2,Ctl,Working full time,Age4564,3,LessBach,2
1810,1967,2,0,1,0,No,NA,3,2,2,2,2,working class,1.205610709,Thuringia,Non-religious,Germans,1,Reg,Working full time,Age4564,3,LessBach,1
1811,1958,7,0,1,1,No,1,4,1,2,1,2,affluent people,1.205610709,Thuringia,Protestant,Germans,NA,Reg,Retired,Age4564,4,LessBach,0
1812,1970,2,0,1,0,No,NA,NA,1,4,4,4,working class,1.205610709,Thuringia,Non-religious,Germans,3,Reg,Working full time,Age4564,1,LessBach,3
1813,1953,1,0,1,0,Yes,NA,2,3,4,3,3,working class,1.205610709,Thuringia,Non-religious,Germans,2,Eth,Working part-time,Age4564,5,LessBach,2
1814,1954,4,0,0,1,No,NA,2,1,4,4,4,middle class,1.205610709,Thuringia,Non-religious,Germans,NA,Ctl,Retired,Age4564,5,LessBach,0
1815,1955,5,0,0,1,No,2,3,1,1,1,4,middle class,1.205610709,Thuringia,Protestant,Germans,1,Ctl,Working full time,Age4564,4,LessBach,1
1816,1943,4,1,1,0,Not Employed,2,1,2,1,2,1,middle class,1.556673921,Thuringia,Protestant,Germans,NA,Reg,Retired,Age65p,6,BachPlus,0
1817,1948,1,0,1,0,No,NA,3,1,4,3,4,working class,4.684864089,Thuringia,Non-religious,Germans,NA,Reg,Retired,Age65p,5,LessBach,0
1818,1950,4,0,0,1,Not Employed,NA,4,2,2,2,2,middle class,4.684864089,Thuringia,Non-religious,Germans,NA,Eth,Retired,Age65p,1,LessBach,0
1819,2000,1,1,0,0,No,2,3,1,2,2,3,working class,0.146666118,Baden-Wurttemberg,Protestant,Germans,NA,Eth,"Unemployed, looking for work",Age1524,3,BachPlus,0
1820,2000,3,1,1,0,,NA,NA,NA,NA,NA,NA,,0.125,Baden-Wurttemberg,,Germans,NA,Eth,,Age1524,NA,BachPlus,0
1821,2000,3,0,0,0,,NA,NA,NA,NA,NA,NA,,0.194934425,Baden-Wurttemberg,,Germans,NA,Ctl,,Age1524,NA,LessBach,0
1822,1996,1,1,1,0,No,2,NA,2,2,2,4,working class,0.922753206,Baden-Wurttemberg,Muslim,Turks,1,Eth,Working part-time,Age1524,5,BachPlus,1
1823,1996,3,1,0,1,Yes,3,3,3,2,2,2,middle class,0.922753206,Baden-Wurttemberg,Muslim,Turks,5,Eth,Working full time,Age1524,2,BachPlus,5
1824,1990,4,1,0,1,No,2,NA,3,3,3,3,middle class,0.243936925,Baden-Wurttemberg,Catholic,Germans,1,Eth,Working full time,Age2544,6,BachPlus,1
1825,1988,7,1,0,1,No,2,2,3,2,3,2,affluent people,0.243936925,Baden-Wurttemberg,Other,Germans,1,Eth,Working full time,Age2544,2,BachPlus,1
1826,1978,3,1,1,0,No,1,4,2,2,3,2,middle class,0.243936925,Baden-Wurttemberg,Muslim,Germans,3,Reg,On a long-term leave,Age2544,4,BachPlus,3
1827,1977,5,0,0,1,No,NA,2,1,3,2,2,middle class,0.697707136,Baden-Wurttemberg,Non-religious,Germans,1,Eth,Working part-time,Age2544,5,LessBach,1
1828,1988,5,1,1,0,No,1,5,2,3,2,3,middle class,0.125,Baden-Wurttemberg,Catholic,Germans,2,Eth,Working part-time,Age2544,2,BachPlus,2
1829,1985,5,1,0,1,Yes,2,2,4,4,3,3,middle class,0.125,Baden-Wurttemberg,Protestant,Germans,4,Ctl,Working full time,Age2544,7,BachPlus,4
1830,1975,3,0,1,0,Yes,2,3,2,2,2,2,middle class,0.125,Baden-Wurttemberg,Protestant,Germans,3,Reg,Working full time,Age2544,4,LessBach,3
1831,1987,1,1,0,1,No,1,NA,1,2,2,1,working class,0.637598825,Baden-Wurttemberg,Catholic,Russians,NA,Eth,Other,Age2544,2,BachPlus,0
1832,1982,5,1,0,1,Yes,4,5,3,3,3,2,middle class,0.637598825,Baden-Wurttemberg,Protestant,Italians,1,Ctl,Working part-time,Age2544,3,BachPlus,1
1833,1980,4,1,1,0,No,NA,NA,2,3,4,3,middle class,0.637598825,Baden-Wurttemberg,Non-religious,Other,2,Reg,Working full time,Age2544,5,BachPlus,2
1834,1980,5,0,1,1,Yes,1,4,4,4,3,4,middle class,1.893370691,Baden-Wurttemberg,Other,No information,1,Reg,Working full time,Age2544,5,LessBach,1
1835,1988,2,1,0,1,Yes,3,3,2,3,3,2,working class,0.125,Baden-Wurttemberg,Muslim,Turks,2,Reg,Working full time,Age2544,1,BachPlus,2
1836,1991,1,0,0,1,No,1,4,2,2,3,3,working class,0.349919339,Baden-Wurttemberg,Catholic,Italians,2,Eth,Working full time,Age2544,3,LessBach,2
