X,yob,incnum,Bachelor,Male,marital,union,relfreq,moreno,religionlink,regionlink,classlink,racelink,respondent_class,weight,region,religion,race,joblossnum,taxarg,employment,agecat,taxnum,educsimple,jl2,province
1710,1954,4,0,1,0,No,NA,3,3,3,3,2,middle class,0.260138143,British Columbia,Non-religious,White,2,Reg,Working part-time,Age4564,3,PostSec,2,British Columbia
1711,1960,4,0,0,0,Yes,NA,1,3,2,3,3,middle class,0.260138143,British Columbia,Non-religious,White,2,Reg,Working full time,Age4564,3,PostSec,2,British Columbia
1712,1963,5,0,1,0,Yes,NA,4,1,3,3,1,middle class,0.260138143,British Columbia,Non-religious,White,1,Eth,Working full time,Age4564,1,PostSec,1,British Columbia
1713,1952,7,0,1,1,No,NA,1,2,2,2,2,affluent people,0.234866699,British Columbia,Non-religious, Chinese,NA,Reg,Retired,Age65p,3,PostSec,0,British Columbia
1714,1936,6,1,1,1,No,2,3,2,3,3,3,middle class,0.65363676,British Columbia,Buddhist,Other,NA,Reg,Retired,Age65p,4,BachPlus,0,British Columbia
1715,1946,7,0,0,0,No,1,3,4,4,1,4,affluent people,1.227871933,British Columbia,Other,"Aboriginal (First Nations, M??tis or Inuit)",2,Ctl,Working full time,Age65p,3,HS,2,British Columbia
1716,1946,7,0,0,0,No,1,3,4,4,4,1,affluent people,1.227871933,British Columbia,Other,"Aboriginal (First Nations, M??tis or Inuit)",2,Eth,Working full time,Age65p,1,HS,2,British Columbia
1717,1944,7,0,0,1,Not Employed,4,3,4,4,2,4,affluent people,1.227871933,British Columbia,United Church,Other,NA,Eth,Retired,Age65p,5,HS,0,British Columbia
1718,1949,4,1,1,1,No,4,3,2,2,1,2,middle class,0.36658781,British Columbia,United Church,White,NA,Reg,Retired,Age65p,5,BachPlus,0,British Columbia
1719,1952,7,1,1,1,Not Employed,NA,3,4,4,3,3,affluent people,0.36658781,British Columbia,Non-religious,White,NA,Reg,Retired,Age65p,6,BachPlus,0,British Columbia
1720,1947,5,1,0,0,No,2,NA,2,3,3,2,middle class,0.36658781,British Columbia,Other Christian,White,NA,Reg,Retired,Age65p,5,BachPlus,0,British Columbia
1721,1942,4,0,1,1,Not Employed,1,3,1,2,2,2,middle class,0.915783864,British Columbia,Anglican,White,NA,Reg,Retired,Age65p,6,HS,0,British Columbia
1722,1939,2,0,0,1,Not Employed,2,4,4,3,4,4,working class,0.415833888,British Columbia,Anglican,White,NA,Reg,Retired,Age65p,6,PostSec,0,British Columbia
1723,1937,3,0,1,1,No,2,1,1,4,4,2,working class,0.415833888,British Columbia,Anglican,White,NA,Ctl,Retired,Age65p,5,PostSec,0,British Columbia
1724,1951,7,1,0,1,Not Employed,NA,1,2,3,3,2,affluent people,0.477571557,British Columbia,Non-religious,White,NA,Reg,Retired,Age65p,2,BachPlus,0,British Columbia
1725,1939,7,1,1,1,No,1,1,3,4,3,4,affluent people,0.477571557,British Columbia,Other Christian,White,NA,Reg,Retired,Age65p,5,BachPlus,0,British Columbia
1726,1944,3,1,1,0,Not Employed,1,3,2,3,2,2,working class,0.477571557,British Columbia,Other,White,NA,Eth,Retired,Age65p,3,BachPlus,0,British Columbia
1727,1950,5,1,0,0,Not Employed,NA,3,2,3,3,3,middle class,0.477571557,British Columbia,Non-religious,White,NA,Reg,Retired,Age65p,2,BachPlus,0,British Columbia
1728,1947,3,0,1,0,No,1,3,1,2,2,2,working class,1.203766687,British Columbia,Other Christian,White,NA,Reg,Retired,Age65p,2,HS,0,British Columbia
1729,1952,4,0,0,1,Not Employed,NA,3,3,3,4,4,middle class,0.542689035,British Columbia,Non-religious,White,NA,Eth,Retired,Age65p,3,PostSec,0,British Columbia
1730,1941,3,0,1,1,No,2,3,1,2,2,2,working class,0.542689035,British Columbia,Catholic,White,NA,Eth,Retired,Age65p,4,PostSec,0,British Columbia
1731,1951,7,0,1,0,No,1,2,2,2,2,2,affluent people,0.542689035,British Columbia,Anglican,White,NA,Eth,Retired,Age65p,4,PostSec,0,British Columbia
1732,1949,2,0,0,0,No,2,2,4,2,3,3,working class,0.542689035,British Columbia,Other Christian,White,NA,Ctl,Retired,Age65p,1,PostSec,0,British Columbia
1733,1949,3,0,0,1,No,1,3,1,3,2,3,working class,0.542689035,British Columbia,Anglican,White,NA,Reg,Retired,Age65p,3,PostSec,0,British Columbia
1734,1943,6,1,1,0,Not Employed,1,2,2,2,2,2,middle class,0.357300423,British Columbia,United Church,White,NA,Eth,Retired,Age65p,6,BachPlus,0,British Columbia
1735,1945,5,1,0,0,Yes,1,2,1,4,4,3,middle class,0.357300423,British Columbia,Catholic,White,1,Reg,Working part-time,Age65p,5,BachPlus,1,British Columbia
1736,1950,4,1,0,1,Not Employed,1,2,3,4,4,4,middle class,0.357300423,British Columbia,Catholic,White,NA,Eth,Retired,Age65p,4,BachPlus,0,British Columbia
1737,1950,2,0,1,0,No,NA,3,3,3,3,2,working class,0.891684768,British Columbia,Non-religious,White,2,Reg,Working part-time,Age65p,4,HS,2,British Columbia
1738,1947,4,0,0,1,Not Employed,1,2,2,2,2,2,middle class,0.891684768,British Columbia,United Church,White,NA,Ctl,Retired,Age65p,4,HS,0,British Columbia
1739,1952,2,0,0,1,Not Employed,NA,1,2,4,3,4,working class,0.891684768,British Columbia,Non-religious,White,NA,Eth,Retired,Age65p,4,HS,0,British Columbia
1740,1949,4,0,0,1,No,4,4,3,3,2,2,middle class,0.891684768,British Columbia,Buddhist,White,2,Reg,Working part-time,Age65p,1,HS,2,British Columbia
1741,1940,2,0,0,0,Not Employed,1,3,1,1,1,1,working class,0.891684768,British Columbia,Other Christian,White,NA,Reg,Retired,Age65p,5,HS,0,British Columbia
1742,1946,6,0,1,1,Not Employed,NA,2,2,3,4,3,middle class,0.405218344,British Columbia,Non-religious,White,NA,Ctl,Retired,Age65p,4,PostSec,0,British Columbia
1743,1951,7,0,0,1,No,NA,3,2,2,2,2,affluent people,0.405218344,British Columbia,Non-religious,White,1,Reg,Working part-time,Age65p,1,PostSec,1,British Columbia
1744,1951,7,0,0,1,No,NA,3,1,1,1,1,affluent people,0.405218344,British Columbia,Non-religious,White,1,Eth,Working part-time,Age65p,3,PostSec,1,British Columbia
1745,1946,6,0,1,1,Not Employed,NA,2,1,3,4,3,middle class,0.405218344,British Columbia,Non-religious,White,NA,Reg,Retired,Age65p,1,PostSec,0,British Columbia
1746,1922,7,0,1,0,No,2,1,2,2,2,2,affluent people,0.405218344,British Columbia,Other,White,1,Eth,Working full time,Age65p,4,PostSec,1,British Columbia
1747,1996,3,0,0,0,No,NA,4,1,2,4,3,working class,2.619234731,Alberta,Non-religious,White,1,Ctl,Working full time,Age1524,3,HS,1,Alberta
1748,1974,7,0,1,1,No,1,3,2,2,2,2,affluent people,1.657488713,Alberta,Catholic,White,2,Eth,Working full time,Age2544,3,PostSec,2,Alberta
1749,1983,6,0,0,1,Yes,2,3,3,4,4,3,middle class,1.657488713,Alberta,Catholic,White,1,Ctl,On a long-term leave,Age2544,3,PostSec,1,Alberta
1750,1985,4,0,1,1,Yes,2,5,3,3,2,2,middle class,1.657488713,Alberta,Muslim,White,4,Eth,Working full time,Age2544,3,PostSec,4,Alberta
1751,1961,7,1,1,1,Yes,2,1,1,2,1,2,affluent people,1.129229669,Alberta,Other Christian,Black,1,Reg,Working full time,Age4564,1,BachPlus,1,Alberta
1752,1953,4,0,0,1,No,1,3,1,4,4,2,middle class,2.761349611,Alberta,Catholic,White,NA,Reg,Retired,Age4564,3,HS,0,Alberta
1753,1971,5,0,1,0,Yes,NA,3,3,3,4,2,middle class,1.228797356,Alberta,Non-religious,White,2,Eth,Working full time,Age4564,1,PostSec,2,Alberta
1754,1946,5,0,1,1,No,NA,3,2,4,4,3,middle class,1.491152845,Alberta,Non-religious,White,NA,Eth,Retired,Age65p,4,PostSec,0,Alberta
1755,1951,3,0,1,0,Not Employed,NA,1,2,3,2,3,working class,4.431678914,Alberta,Non-religious,White,NA,Eth,Retired,Age65p,2,HS,0,Alberta
1756,1976,2,0,1,0,No,1,3,1,3,3,2,working class,1.067098469,New Brunswick,Catholic,White,2,Eth,Working full time,Age2544,6,PostSec,2,New Brunswick
1757,1991,5,0,0,1,No,1,3,2,3,3,2,middle class,1.067098469,New Brunswick,Catholic,White,2,Eth,Working full time,Age2544,3,PostSec,2,New Brunswick
1758,1967,7,1,0,1,Yes,2,3,2,4,2,4,affluent people,0.696722914,New Brunswick,Catholic,White,2,Reg,Working full time,Age4564,4,BachPlus,2,New Brunswick
1759,1971,7,1,1,1,Yes,2,3,3,3,3,3,affluent people,0.696722914,New Brunswick,Catholic,White,2,Eth,Working full time,Age4564,2,BachPlus,2,New Brunswick
1760,1967,7,1,0,1,Yes,2,3,2,4,2,4,affluent people,0.696722914,New Brunswick,Catholic,White,2,Reg,Working full time,Age4564,4,BachPlus,2,New Brunswick
1761,1963,2,0,1,0,No,3,3,1,1,1,1,working class,1.772424964,New Brunswick,Catholic,White,1,Ctl,Working part-time,Age4564,3,HS,1,New Brunswick
1762,1964,4,0,1,1,No,4,2,1,1,1,1,middle class,1.772424964,New Brunswick,Catholic,White,1,Ctl,Working full time,Age4564,7,HS,1,New Brunswick
1763,1969,1,0,0,1,No,1,3,2,3,3,3,working class,1.772424964,Nova Scotia,Catholic,White,NA,Ctl,Other,Age4564,5,HS,0,Nova Scotia
1764,1964,4,0,1,1,Yes,4,3,2,2,2,2,middle class,0.793180466,New Brunswick,Catholic,White,2,Reg,Working full time,Age4564,5,PostSec,2,New Brunswick
1765,1959,2,0,0,0,Yes,2,NA,1,1,3,1,working class,0.793180466,Nova Scotia,Catholic,White,2,Eth,On a long-term leave,Age4564,4,PostSec,2,Nova Scotia
1766,1955,1,1,0,0,Not Employed,4,2,3,2,2,2,working class,0.518567071,New Brunswick,Other Christian,White,NA,Reg,Retired,Age4564,5,BachPlus,0,New Brunswick
1767,1944,3,1,0,0,No,2,3,2,3,3,2,working class,1.108034315,New Brunswick,Catholic,White,NA,Reg,Retired,Age65p,4,BachPlus,0,New Brunswick
1768,1949,3,0,1,1,No,1,3,1,3,3,1,working class,1.263312082,New Brunswick,Catholic,White,NA,Ctl,Retired,Age65p,4,PostSec,0,New Brunswick
1769,1947,3,0,0,0,No,1,3,2,2,2,2,working class,1.263312082,New Brunswick,Catholic,White,NA,Reg,Retired,Age65p,2,PostSec,0,New Brunswick
1770,1947,3,0,0,0,No,1,3,2,2,2,2,working class,1.263312082,New Brunswick,Catholic,White,NA,Reg,Retired,Age65p,1,PostSec,0,New Brunswick
1771,1994,5,0,0,0,No,NA,3,2,3,3,3,middle class,2.398362313,British Columbia,Non-religious,White,1,Reg,Working part-time,Age1524,4,HS,1,British Columbia
1772,1996,1,0,0,0,Yes,NA,4,3,2,3,3,working class,3.709903686,Quebec,Non-religious,White,3,Reg,Working part-time,Age1524,4,PostSec,3,Quebec
1773,1994,5,0,0,1,No,NA,4,3,3,3,4,middle class,3.709903686,Quebec,Non-religious,White,1,Ctl,Working full time,Age1524,1,PostSec,1,Quebec
1774,1974,4,0,0,1,No,3,4,3,3,3,4,middle class,4.008798955,Quebec,Other Christian,White,1,Ctl,Working full time,Age2544,6,PostSec,1,Quebec
1775,1980,5,1,1,0,No,NA,4,1,4,3,2,middle class,4.634094753,Quebec,Non-religious,White,3,Ctl,Working full time,Age2544,6,BachPlus,3,Quebec
1776,1986,3,0,0,0,No,1,3,1,2,3,2,working class,8,Quebec,Catholic,White,1,Ctl,Working full time,Age2544,6,HS,1,Quebec
1777,1974,2,0,0,0,No,4,2,1,3,3,3,working class,8,Quebec,Other Christian,White,NA,Ctl,"Unemployed, looking for work",Age2544,5,HS,0,Quebec
1778,1978,5,0,0,1,No,4,3,3,3,3,3,middle class,5.293622174,Quebec,Other Christian,White,2,Reg,Working part-time,Age2544,5,PostSec,2,Quebec
1779,1980,7,0,1,0,No,NA,3,1,3,3,1,affluent people,5.293622174,Quebec,Non-religious,White,3,Reg,Working full time,Age2544,2,PostSec,3,Quebec
1780,1978,4,0,0,0,No,1,3,2,1,2,1,middle class,5.293622174,Quebec,Catholic,White,1,Ctl,Working full time,Age2544,6,PostSec,1,Quebec
1781,1977,7,0,1,1,Yes,NA,2,1,3,3,3,affluent people,3.901281857,Quebec,Non-religious,White,1,Reg,Working full time,Age2544,2,PostSec,1,Quebec
1782,1968,4,0,1,0,No,1,3,2,2,2,3,middle class,2.963701454,Quebec,Other Christian,White,2,Eth,Working full time,Age4564,6,PostSec,2,Quebec
1783,1963,7,0,1,1,No,NA,4,2,4,2,2,affluent people,2.963701454,Quebec,Non-religious,White,1,Ctl,Working full time,Age4564,7,PostSec,1,Quebec
1784,1957,5,1,1,0,No,2,4,1,3,4,3,middle class,3.425073255,Quebec,Catholic,White,3,Eth,Working part-time,Age4564,2,BachPlus,3,Quebec
1785,1953,5,0,0,1,Not Employed,1,3,2,3,3,3,middle class,8,Quebec,Catholic,White,NA,Ctl,Retired,Age4564,5,HS,0,Quebec
1786,1971,4,0,0,1,Yes,1,3,2,3,3,2,middle class,8,Quebec,Catholic,White,2,Ctl,Working full time,Age4564,5,HS,2,Quebec
1787,1960,3,0,1,1,No,NA,5,1,4,3,3,working class,8,Quebec,Non-religious,White,NA,Reg,Retired,Age4564,4,HS,0,Quebec
1788,1963,3,0,1,0,No,1,1,1,1,2,1,working class,3.911702712,Quebec,Catholic,White,3,Reg,Working part-time,Age4564,5,PostSec,3,Quebec
1789,1972,6,0,1,1,No,NA,4,3,4,3,3,middle class,3.911702712,Quebec,Non-religious,White,1,Reg,Working full time,Age4564,4,PostSec,1,Quebec
1790,1965,5,0,1,1,No,1,5,1,4,4,3,middle class,3.911702712,Quebec,Catholic,White,1,Ctl,Working full time,Age4564,1,PostSec,1,Quebec
1791,1966,5,0,1,0,Yes,1,2,2,3,3,3,middle class,3.911702712,Quebec,Catholic,White,4,Reg,Working full time,Age4564,5,PostSec,4,Quebec
1792,1948,7,0,1,1,No,2,2,2,3,3,4,affluent people,6.588349161,Quebec,Catholic,Other,1,Ctl,Working part-time,Age65p,2,PostSec,1,Quebec
1793,1930,5,1,1,1,No,2,3,3,2,3,2,middle class,5.500143983,Quebec,Catholic,White,NA,Ctl,Retired,Age65p,3,BachPlus,0,Quebec
1794,1936,4,0,1,1,No,1,5,2,2,3,2,middle class,6.283522097,Quebec,Catholic,White,NA,Eth,Retired,Age65p,5,PostSec,0,Quebec
1795,1945,4,0,1,0,No,NA,4,1,3,2,2,middle class,6.283522097,Quebec,Non-religious,White,NA,Eth,Retired,Age65p,2,PostSec,0,Quebec
1796,1948,3,0,1,0,Not Employed,1,3,1,3,3,2,working class,6.283522097,Quebec,Catholic,White,NA,Eth,Retired,Age65p,1,PostSec,0,Quebec
1797,1993,5,1,0,0,No,2,2,4,4,4,3,middle class,1.485170917,Ontario,Muslim,South Asian,2,Eth,Working part-time,Age1524,7,BachPlus,2,Ontario
1798,1979,7,0,0,1,No,2,3,3,3,3,3,affluent people,4.020743266,Ontario,Catholic,White,1,Ctl,Working full time,Age2544,5,PostSec,1,Ontario
1799,1955,4,0,1,1,No,NA,3,3,3,4,2,middle class,5.087431794,Ontario,Non-religious,White,2,Ctl,Working full time,Age4564,3,HS,2,Ontario
1800,1955,3,0,0,1,No,1,1,1,4,4,2,working class,6.719884997,Ontario,Catholic,White,NA,Reg,Retired,Age4564,3,HS,0,Ontario
1801,1961,2,0,0,0,No,3,3,2,3,3,3,working class,6.719884997,Ontario,Catholic,White,NA,Eth,Retired,Age4564,7,HS,0,Ontario
1802,1948,4,1,1,1,Not Employed,2,3,2,1,3,1,middle class,4.17739646,Ontario,Catholic,White,NA,Reg,Retired,Age65p,3,BachPlus,0,Ontario
1803,1951,2,0,0,0,No,2,3,4,4,2,4,working class,8,Ontario,Catholic,White,NA,Ctl,Retired,Age65p,6,HS,0,Ontario
1804,1951,3,0,1,1,No,4,3,4,4,3,4,working class,4.771613045,Ontario,Catholic,White,NA,Reg,Retired,Age65p,7,PostSec,0,Ontario
1805,1979,4,0,0,0,No,NA,3,4,4,4,4,middle class,1.359345617,Manitoba,Non-religious,White,2,Eth,Working full time,Age2544,2,PostSec,2,Manitoba
1806,1968,1,1,0,0,No,2,2,2,4,3,3,working class,0.885377387,Manitoba,Catholic,White,NA,Reg,"Unemployed, looking for work",Age4564,3,BachPlus,0,Manitoba
1807,1969,4,0,1,0,No,2,1,3,3,4,3,middle class,1.008813761,Saskatchewan,Other Christian,White,2,Ctl,Working full time,Age4564,3,PostSec,2,Saskatchewan
1808,1995,4,0,0,0,No,NA,5,3,3,3,2,middle class,3.661231012,Quebec,Non-religious,White,NA,Ctl,Student,Age1524,3,PostSec,0,Quebec
1809,1995,4,0,0,0,Yes,NA,4,2,2,3,2,middle class,3.661231012,Quebec,Non-religious,White,NA,Reg,Student,Age1524,5,PostSec,0,Quebec
1810,1994,5,0,0,1,No,NA,4,1,3,3,3,middle class,3.661231012,Quebec,Non-religious,White,1,Eth,Working full time,Age1524,1,PostSec,1,Quebec
1811,1993,3,0,1,0,No,NA,3,2,3,2,3,working class,3.661231012,Quebec,Non-religious,White,2,Ctl,Working full time,Age1524,5,PostSec,2,Quebec
1812,1980,4,0,1,0,No,1,NA,2,2,2,2,middle class,3.956181243,Quebec,Other Christian,White,1,Reg,Working full time,Age2544,4,PostSec,1,Quebec
1813,1981,5,1,0,0,No,2,5,2,2,2,2,middle class,4.573223929,Quebec,Catholic,White,2,Ctl,Working full time,Age2544,3,BachPlus,2,Quebec
1814,1976,6,1,0,1,No,1,3,1,2,4,2,middle class,4.573223929,Quebec,Catholic,White,1,Reg,Working full time,Age2544,5,BachPlus,1,Quebec
1815,1990,3,0,0,0,No,1,3,2,2,2,2,working class,8,Quebec,Catholic,White,1,Ctl,Working full time,Age2544,2,HS,1,Quebec
1816,1979,4,0,1,0,Yes,2,3,2,2,2,2,middle class,8,Quebec,Catholic,White,1,Ctl,Working full time,Age2544,4,HS,1,Quebec
1817,1992,3,0,1,0,No,1,4,2,4,3,4,working class,8,Quebec,Catholic,White,2,Eth,Working full time,Age2544,5,HS,2,Quebec
1818,1984,4,0,1,0,Not Employed,1,2,3,3,3,3,middle class,5.224046426,Quebec,Other Christian,White,NA,Eth,"Unemployed, looking for work",Age2544,4,PostSec,0,Quebec
1819,1985,6,0,0,1,Yes,2,3,2,3,3,2,middle class,5.224046426,Quebec,Catholic,White,2,Reg,Working part-time,Age2544,3,PostSec,2,Quebec
1820,1988,6,0,0,0,No,NA,3,2,2,2,2,middle class,5.224046426,Quebec,Non-religious,White,1,Ctl,Working full time,Age2544,5,PostSec,1,Quebec
1821,1958,3,1,0,1,No,NA,3,3,3,3,2,working class,2.561714221,Quebec,Non-religious,White,3,Ctl,Working part-time,Age4564,7,BachPlus,3,Quebec
1822,1969,7,0,1,1,Yes,NA,3,1,4,3,3,affluent people,2.924877702,Quebec,Non-religious,White,1,Reg,Working full time,Age4564,1,PostSec,1,Quebec
1823,1965,6,1,1,1,No,2,1,3,2,3,2,middle class,3.380159981,Quebec,Catholic,White,1,Reg,Working full time,Age4564,3,BachPlus,1,Quebec
1824,1963,1,1,1,0,Not Employed,2,5,3,4,3,3,working class,3.380159981,Quebec,Catholic,White,1,Eth,On a long-term leave,Age4564,4,BachPlus,1,Quebec
1825,1968,4,0,0,0,No,2,4,1,2,2,2,middle class,8,Quebec,Catholic,White,2,Reg,Working full time,Age4564,4,HS,2,Quebec
1826,1962,5,0,1,1,Yes,1,3,2,2,2,2,middle class,8,Quebec,Catholic,White,NA,Eth,Retired,Age4564,4,HS,0,Quebec
1827,1966,4,0,0,1,No,1,3,1,2,4,1,middle class,8,Quebec,Catholic,White,2,Reg,Working full time,Age4564,1,HS,2,Quebec
1828,1962,5,0,0,1,No,2,5,3,4,4,4,middle class,8,Quebec,Catholic,White,NA,Reg,Retired,Age4564,5,HS,0,Quebec
1829,1964,5,0,0,0,Yes,2,2,3,3,3,3,middle class,3.860366547,Quebec,Catholic,White,NA,Ctl,Retired,Age4564,4,PostSec,0,Quebec
1830,1957,2,0,1,0,Not Employed,NA,4,3,3,3,3,working class,3.860366547,Quebec,Non-religious,White,NA,Ctl,"Unemployed, looking for work",Age4564,6,PostSec,0,Quebec
1831,1960,4,0,0,0,Yes,2,3,3,3,3,3,middle class,3.860366547,Quebec,Catholic,White,1,Eth,Working full time,Age4564,5,PostSec,1,Quebec
1832,1969,4,0,0,1,No,2,4,2,2,2,2,middle class,3.860366547,Quebec,Catholic,White,2,Reg,Working part-time,Age4564,3,PostSec,2,Quebec
1833,1958,3,0,0,0,No,1,4,3,3,3,2,working class,3.860366547,Quebec,Catholic,White,1,Ctl,Working part-time,Age4564,5,PostSec,1,Quebec
1834,1963,7,0,0,0,Yes,1,3,1,3,3,3,affluent people,3.860366547,Quebec,Catholic,White,1,Ctl,Working full time,Age4564,7,PostSec,1,Quebec
1835,1973,3,0,0,0,Yes,NA,4,3,3,3,3,working class,3.860366547,Quebec,Non-religious,White,3,Reg,Working full time,Age4564,4,PostSec,3,Quebec
1836,1953,3,0,1,0,No,1,5,1,3,3,3,working class,3.860366547,Quebec,Catholic,White,2,Reg,Working full time,Age4564,7,PostSec,2,Quebec
1837,1962,5,0,1,1,No,2,2,1,3,4,4,middle class,3.860366547,Quebec,Catholic,White,NA,Eth,Retired,Age4564,4,PostSec,0,Quebec
1838,1955,1,0,1,0,No,NA,3,3,3,3,3,working class,2.846593745,Quebec,Non-religious,White,NA,Eth,Retired,Age4564,7,PostSec,0,Quebec
1839,1945,5,1,0,1,Not Employed,1,3,3,3,3,1,middle class,5.427842408,Quebec,Catholic,White,NA,Ctl,Retired,Age65p,4,BachPlus,0,Quebec
1840,1949,2,0,0,0,No,3,3,2,4,4,3,working class,8,Quebec,Catholic,White,NA,Eth,Retired,Age65p,4,HS,0,Quebec
1841,1951,4,0,0,1,No,1,3,4,4,3,4,middle class,8,Quebec,Catholic,White,NA,Reg,Retired,Age65p,1,HS,0,Quebec
1842,1948,4,0,1,0,No,2,4,3,3,3,2,middle class,6.200880925,Quebec,Catholic,White,NA,Eth,Retired,Age65p,5,PostSec,0,Quebec
1843,1998,5,0,0,0,No,4,3,4,4,4,2,middle class,2.493851953,Ontario,Catholic,Other,1,Reg,Working part-time,Age1524,4,PostSec,1,Ontario
1844,1993,6,0,0,0,Yes,2,4,3,2,3,2,middle class,1.756582265,Ontario,United Church,White,1,Eth,Working full time,Age1524,5,PostSec,1,Ontario
1845,1980,7,1,0,1,Yes,3,3,3,4,3,1,affluent people,1.658736362,Ontario,Muslim, Chinese,1,Reg,Working full time,Age2544,4,BachPlus,1,Ontario
1846,1984,6,0,1,1,No,3,3,1,1,1,1,middle class,3.391300971,Ontario,Other Christian,White,1,Eth,Working full time,Age2544,6,PostSec,1,Ontario
1847,1955,4,1,0,1,No,1,2,2,4,4,2,middle class,1.622623286,Ontario,Other Christian,White,2,Reg,Working part-time,Age4564,2,BachPlus,2,Ontario
1848,1994,5,0,1,1,Not Employed,1,3,3,3,2,3,middle class,1.096112628,British Columbia,United Church,White,3,Eth,Working full time,Age1524,5,PostSec,3,British Columbia
1849,1951,4,1,0,0,Yes,4,2,1,1,3,1,middle class,1.617447759,British Columbia,Other Christian,White,2,Reg,Working part-time,Age65p,3,BachPlus,2,British Columbia
1850,1994,6,1,0,0,Yes,NA,2,3,2,3,2,middle class,0.550546247,Alberta,Non-religious, Chinese,1,Eth,Working full time,Age1524,2,BachPlus,1,Alberta
1851,1998,5,0,0,0,Not Employed,NA,2,1,1,1,1,middle class,1.393122857,Alberta,Non-religious, Chinese,NA,Ctl,Student,Age1524,4,HS,0,Alberta
1852,1993,4,0,0,0,No,4,3,4,4,4,3,middle class,0.626099582,Alberta,Other Christian, Chinese,1,Ctl,Working full time,Age1524,3,PostSec,1,Alberta
1853,1993,2,1,1,0,No,3,3,4,4,4,4,working class,0.795245863,Alberta,Sikh,South Asian,2,Ctl,Working full time,Age1524,6,BachPlus,2,Alberta
1854,1983,7,1,1,1,Yes,1,4,2,3,2,2,affluent people,0.798372643,Alberta,Catholic, Chinese,1,Eth,Working full time,Age2544,1,BachPlus,1,Alberta
1855,1984,5,1,1,0,No,NA,3,1,2,4,2,middle class,0.798372643,Alberta,Non-religious, Chinese,2,Reg,Working full time,Age2544,6,BachPlus,2,Alberta
1856,1983,7,1,1,1,Yes,1,4,2,3,2,1,affluent people,0.798372643,Alberta,Catholic, Chinese,1,Reg,Working full time,Age2544,1,BachPlus,1,Alberta
1857,1974,4,0,0,1,No,NA,NA,2,2,2,2,middle class,2.036187693,Alberta,Non-religious, Chinese,2,Ctl,Working full time,Age2544,2,HS,2,Alberta
1858,1974,5,0,0,1,No,NA,3,2,3,2,4,middle class,0.90936677,Alberta,Non-religious, Chinese,5,Eth,Working part-time,Age2544,6,PostSec,5,Alberta
1859,1981,7,1,0,0,No,NA,2,1,1,2,2,affluent people,0.777440105,Alberta,Non-religious, Chinese,2,Eth,Working full time,Age2544,2,BachPlus,2,Alberta
1860,1974,5,0,0,0,,NA,NA,NA,NA,NA,NA,,0.885440742,Alberta,, Chinese,NA,Eth,,Age2544,NA,PostSec,0,Alberta
1861,1980,3,0,0,0,,NA,NA,NA,NA,NA,NA,,4.916535492,Alberta,,Black,NA,Eth,,Age2544,NA,HS,0,Alberta
1862,1975,2,0,0,0,,NA,NA,NA,NA,NA,NA,,2.17814711,Alberta,,"Aboriginal (First Nations, M??tis or Inuit)",NA,Reg,,Age2544,NA,PostSec,0,Alberta
1863,1986,4,1,1,1,Not Employed,2,3,3,3,3,3,middle class,1.127228959,Alberta,Muslim,South Asian,2,Ctl,Working part-time,Age2544,1,BachPlus,2,Alberta
1864,1986,6,1,0,1,No,4,4,4,4,4,2,middle class,1.127228959,Alberta,Other Christian,South Asian,NA,Reg,"Unemployed, looking for work",Age2544,7,BachPlus,0,Alberta
1865,1983,7,1,0,1,No,4,2,1,2,1,2,affluent people,1.127228959,Alberta,Catholic,South Asian,1,Ctl,Working full time,Age2544,6,BachPlus,1,Alberta
1866,1988,5,0,1,1,No,2,3,4,3,3,1,middle class,1.285251686,Alberta,Hindu,South Asian,4,Ctl,Working full time,Age2544,5,PostSec,4,Alberta
1867,1986,4,0,0,0,No,3,3,4,4,4,4,middle class,1.285251686,Alberta,Sikh,South Asian,NA,Reg,"Unemployed, looking for work",Age2544,7,PostSec,0,Alberta
1868,1989,3,1,0,0,,NA,NA,NA,NA,NA,NA,,1.097427231,Alberta,,South Asian,NA,Ctl,,Age2544,NA,BachPlus,0,Alberta
1869,1981,7,0,0,1,No,NA,4,2,4,2,4,affluent people,1.620075226,Alberta,Non-religious,White,NA,Ctl,Other,Age2544,1,PostSec,0,Alberta
1870,1975,7,0,1,1,No,NA,3,1,3,2,3,affluent people,1.620075226,Alberta,Non-religious,White,2,Ctl,Working full time,Age2544,4,PostSec,2,Alberta
1871,1980,3,0,0,1,No,1,1,2,2,2,3,working class,1.576981532,Alberta,Other Christian,White,NA,Eth,Other,Age2544,4,PostSec,0,Alberta
1872,1953,5,1,1,1,No,NA,4,1,2,2,2,middle class,0.594902277,Alberta,Non-religious, Chinese,NA,Ctl,Retired,Age4564,2,BachPlus,0,Alberta
1873,1970,6,1,0,0,No,NA,1,2,4,4,3,middle class,0.594902277,Alberta,Non-religious, Chinese,1,Eth,Working full time,Age4564,6,BachPlus,1,Alberta
1874,1971,4,0,0,1,No,2,2,3,3,4,2,middle class,0.676798814,Alberta,Catholic, Chinese,NA,Reg,"Unemployed, looking for work",Age4564,7,PostSec,0,Alberta
1875,1968,6,0,0,1,No,NA,NA,3,3,3,3,middle class,0.676798814,Alberta,Non-religious, Chinese,3,Ctl,Working part-time,Age4564,4,PostSec,3,Alberta
